Case 0:
--------------------
********************
bt(host:10.214.0.2): Time in seconds =                   207.61
ft(host:10.214.0.3): Time in seconds =                    74.20
++++++++++++++++++++
bt(host:10.214.0.2): Time in seconds =                   296.76
sp(host:10.214.0.3): Time in seconds =                   370.33
++++++++++++++++++++
bt(host:10.214.0.2): Time in seconds =                   297.49
sp(host:10.214.0.3): Time in seconds =                   370.64
++++++++++++++++++++
bt(host:10.214.0.2): Time in seconds =                   286.42
sp(host:10.214.0.3): Time in seconds =                   361.36


Case 7:
--------------------
bt(host:10.214.0.2): Time in seconds =                   206.36
ep(host:10.214.0.3): Time in seconds =                    40.75
--------------------
bt(host:10.214.0.2): Time in seconds =                   206.14
ep(host:10.214.0.3): Time in seconds =                    40.29
--------------------
bt(host:10.214.0.2): Time in seconds =                   206.92
ep(host:10.214.0.3): Time in seconds =                    40.32
********************
bt(host:10.214.0.2): Time in seconds =                   221.37
ft(host:10.214.0.3): Time in seconds =                    76.15
********************
bt(host:10.214.0.2): Time in seconds =                   220.51
ft(host:10.214.0.3): Time in seconds =                    76.01
********************
bt(host:10.214.0.2): Time in seconds =                   220.69
ft(host:10.214.0.3): Time in seconds =                    76.13
++++++++++++++++++++
bt(host:10.214.0.2): Time in seconds =                   306.43
sp(host:10.214.0.3): Time in seconds =                   399.32
++++++++++++++++++++
bt(host:10.214.0.2): Time in seconds =                   298.52
sp(host:10.214.0.3): Time in seconds =                   389.26
++++++++++++++++++++
bt(host:10.214.0.2): Time in seconds =                   306.27
sp(host:10.214.0.3): Time in seconds =                   398.85
